Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Languages,Clicks,Impressions,Engagement_Score,Customer_Segment,Dates
698,DataTech Solutions,Influencer,Men 25-34,30 days,Instagram,0.14,11064.00,3.2,Los Angeles,French,661,2351,10,Tech Enthusiasts,2021-11-29
699,Innovate Industries,Display,Men 18-24,15 days,Google Ads,0.15,6504.00,6.7,Houston,English,123,9300,6,Tech Enthusiasts,2021-11-30
700,Alpha Innovations,Influencer,Men 18-24,60 days,YouTube,0.06,19844.00,5,Los Angeles,Mandarin,693,1242,4,Foodies,2021-12-01
701,Alpha Innovations,Influencer,All Ages,45 days,YouTube,0.04,12443.00,3.1,New York,English,186,1782,6,Foodies,2021-12-02
702,NexGen Systems,Display,Women 35-44,30 days,Instagram,0.12,5864.00,3.9,Chicago,Spanish,201,5840,8,Tech Enthusiasts,2021-12-03
703,Alpha Innovations,Social Media,All Ages,60 days,YouTube,0.01,14556.00,5,Los Angeles,Mandarin,993,2146,8,Health & Wellness,2021-12-04
704,TechCorp,Social Media,Men 25-34,15 days,Google Ads,0.12,15732.00,5.9,New York,German,591,4368,8,Outdoor Adventurers,2021-12-05
705,TechCorp,Influencer,Men 25-34,30 days,Google Ads,0.1,7257.00,4.4,Houston,Spanish,211,8406,10,Health & Wellness,2021-12-06
706,TechCorp,Display,All Ages,60 days,Email,0.01,8413.00,4.5,New York,Mandarin,618,8242,7,Health & Wellness,2021-12-07
707,Alpha Innovations,Email,Men 25-34,15 days,Instagram,0.13,15437.00,5.3,New York,German,507,7161,10,Foodies,2021-12-08
708,Innovate Industries,Social Media,Women 35-44,15 days,YouTube,0.06,18666.00,4.6,New York,English,945,7815,6,Health & Wellness,2021-12-09
709,Innovate Industries,Display,Men 25-34,15 days,Website,0.12,7595.00,6.4,Miami,Spanish,369,2900,8,Tech Enthusiasts,2021-12-10
710,TechCorp,Email,Men 25-34,30 days,YouTube,0.11,6113.00,7.8,Chicago,English,652,6740,4,Foodies,2021-12-11
711,DataTech Solutions,Email,Women 35-44,15 days,YouTube,0.12,11708.00,2.2,Los Angeles,French,574,8846,7,Foodies,2021-12-12
712,DataTech Solutions,Display,Men 18-24,60 days,Instagram,0.14,14993.00,7.1,Los Angeles,Spanish,858,3587,7,Foodies,2021-12-13
713,NexGen Systems,Influencer,Men 18-24,60 days,Email,0.09,8801.00,7.1,Los Angeles,Mandarin,131,1992,7,Health & Wellness,2021-12-14
714,DataTech Solutions,Influencer,Men 18-24,15 days,Email,0.15,17067.00,3.4,New York,English,629,2321,5,Tech Enthusiasts,2021-12-15
715,Alpha Innovations,Display,Men 18-24,15 days,Facebook,0.13,7268.00,5.7,New York,English,856,7009,1,Outdoor Adventurers,2021-12-16
716,Innovate Industries,Display,Men 18-24,15 days,Email,0.04,6091.00,3.5,Los Angeles,French,940,1128,4,Outdoor Adventurers,2021-12-17
717,TechCorp,Search,All Ages,45 days,YouTube,0.06,5960.00,7.8,Houston,German,400,9553,7,Tech Enthusiasts,2021-12-18
718,DataTech Solutions,Influencer,Women 25-34,30 days,Instagram,0.13,7382.00,2.3,Houston,German,678,6349,7,Tech Enthusiasts,2021-12-19
719,NexGen Systems,Social Media,Men 25-34,30 days,Instagram,0.14,7184.00,2.4,Chicago,French,525,7470,8,Fashionistas,2021-12-20
720,NexGen Systems,Influencer,Women 35-44,30 days,YouTube,0.14,15462.00,4.4,Houston,German,722,9428,1,Outdoor Adventurers,2021-12-21
721,DataTech Solutions,Search,Men 25-34,45 days,Google Ads,0.03,19773.00,4.3,Miami,English,243,6215,3,Fashionistas,2021-12-22
722,Innovate Industries,Display,Men 25-34,15 days,Website,0.13,11738.00,5.9,Los Angeles,German,628,7525,9,Tech Enthusiasts,2021-12-23
723,DataTech Solutions,Influencer,Women 35-44,30 days,Email,0.1,13594.00,6.6,Los Angeles,French,300,7244,6,Outdoor Adventurers,2021-12-24
724,TechCorp,Social Media,Men 18-24,45 days,Facebook,0.04,11047.00,5.7,Houston,French,427,6252,7,Foodies,2021-12-25
725,TechCorp,Social Media,All Ages,60 days,Facebook,0.03,7319.00,6,Houston,French,269,3575,2,Health & Wellness,2021-12-26
726,Alpha Innovations,Display,Women 25-34,45 days,Website,0.05,19697.00,3.3,Los Angeles,French,398,5910,7,Health & Wellness,2021-12-27
727,Innovate Industries,Email,Men 18-24,30 days,Instagram,0.05,10227.00,4.1,Chicago,Spanish,477,9097,1,Outdoor Adventurers,2021-12-28
728,Alpha Innovations,Search,Women 25-34,45 days,Email,0.06,5376.00,4.8,Miami,English,351,3864,7,Outdoor Adventurers,2021-12-29
729,TechCorp,Display,Men 18-24,15 days,Instagram,0.13,18790.00,3.5,Houston,French,504,4228,1,Health & Wellness,2021-12-30
730,NexGen Systems,Search,All Ages,45 days,Google Ads,0.14,11628.00,6.6,Chicago,Mandarin,868,3838,9,Health & Wellness,2021-12-31
731,NexGen Systems,Email,Women 25-34,15 days,Google Ads,0.06,18335.00,3.5,Los Angeles,German,448,9779,3,Tech Enthusiasts,2021-01-01
732,NexGen Systems,Influencer,Men 18-24,15 days,Facebook,0.12,14594.00,6.8,Los Angeles,French,381,3706,7,Foodies,2021-01-02
733,NexGen Systems,Influencer,Women 25-34,60 days,Website,0.08,15973.00,6.8,Chicago,English,556,2878,1,Outdoor Adventurers,2021-01-03
734,TechCorp,Social Media,Women 35-44,15 days,Instagram,0.1,15101.00,2.9,Los Angeles,English,497,4385,3,Health & Wellness,2021-01-04
735,NexGen Systems,Email,Men 25-34,30 days,Website,0.08,10122.00,6,Miami,French,418,3665,1,Fashionistas,2021-01-05
736,DataTech Solutions,Display,Women 25-34,60 days,Website,0.15,7802.00,4.2,New York,French,621,7180,1,Foodies,2021-01-06
737,Alpha Innovations,Influencer,Women 35-44,45 days,Facebook,0.04,13662.00,4.9,Miami,English,705,4721,10,Foodies,2021-01-07
738,NexGen Systems,Search,Men 18-24,60 days,Instagram,0.12,19207.00,4.9,Houston,English,284,6664,8,Fashionistas,2021-01-08
739,Alpha Innovations,Influencer,Men 25-34,15 days,Email,0.04,9328.00,5.7,Houston,Mandarin,241,1268,1,Foodies,2021-01-09
740,Alpha Innovations,Email,Men 25-34,15 days,Facebook,0.13,9558.00,5.1,New York,Mandarin,360,4728,8,Fashionistas,2021-01-10
741,DataTech Solutions,Display,Men 18-24,30 days,Instagram,0.12,10631.00,5.3,Houston,French,293,9534,10,Fashionistas,2021-01-11
742,Alpha Innovations,Email,Men 18-24,15 days,Google Ads,0.04,19902.00,7.7,Chicago,German,464,9991,3,Outdoor Adventurers,2021-01-12
743,TechCorp,Search,All Ages,60 days,Facebook,0.06,7086.00,6,Los Angeles,French,624,5869,9,Health & Wellness,2021-01-13
744,DataTech Solutions,Social Media,Women 35-44,60 days,Website,0.11,11332.00,2.3,Chicago,Mandarin,968,9725,5,Fashionistas,2021-01-14
745,Alpha Innovations,Influencer,Men 25-34,30 days,Instagram,0.09,15817.00,2.5,New York,Mandarin,617,5480,6,Foodies,2021-01-15
746,TechCorp,Influencer,Men 25-34,60 days,Instagram,0.06,17001.00,8,Miami,Spanish,377,1655,6,Tech Enthusiasts,2021-01-16
747,Innovate Industries,Influencer,Women 25-34,45 days,Facebook,0.05,13659.00,4.6,Houston,French,328,6789,7,Outdoor Adventurers,2021-01-17
748,Alpha Innovations,Influencer,Men 18-24,60 days,YouTube,0.13,18557.00,6.9,Houston,French,194,9701,5,Tech Enthusiasts,2021-01-18
749,TechCorp,Display,Women 25-34,15 days,YouTube,0.05,5875.00,5,Miami,German,776,9382,8,Fashionistas,2021-01-19
750,DataTech Solutions,Display,Men 18-24,45 days,Google Ads,0.15,10556.00,3.5,Chicago,English,761,2186,7,Health & Wellness,2021-01-20
751,Innovate Industries,Search,All Ages,60 days,Instagram,0.09,11526.00,6.2,Los Angeles,French,289,5038,7,Fashionistas,2021-01-21
752,Alpha Innovations,Display,Men 18-24,45 days,YouTube,0.05,13264.00,5.7,Chicago,French,364,4288,3,Tech Enthusiasts,2021-01-22
753,TechCorp,Influencer,Women 35-44,45 days,Facebook,0.02,18963.00,6.7,Miami,French,452,6828,7,Tech Enthusiasts,2021-01-23
754,NexGen Systems,Social Media,Men 18-24,60 days,Email,0.05,12159.00,5.4,Miami,French,344,7327,5,Tech Enthusiasts,2021-01-24
755,TechCorp,Influencer,Women 35-44,60 days,Email,0.09,15039.00,3.7,New York,Spanish,679,6655,3,Tech Enthusiasts,2021-01-25
756,Alpha Innovations,Social Media,Women 35-44,45 days,YouTube,0.04,7113.00,4.3,Los Angeles,Spanish,268,4346,4,Foodies,2021-01-26
757,DataTech Solutions,Display,Women 25-34,60 days,Email,0.12,13504.00,2,New York,German,561,4474,7,Health & Wellness,2021-01-27
758,DataTech Solutions,Influencer,Women 35-44,15 days,YouTube,0.03,5475.00,5.7,Chicago,German,265,7782,3,Health & Wellness,2021-01-28
759,Innovate Industries,Email,All Ages,45 days,Website,0.04,12252.00,7.8,Chicago,French,816,4036,10,Outdoor Adventurers,2021-01-29
760,Innovate Industries,Display,Women 35-44,15 days,Email,0.14,5708.00,6.7,Chicago,French,606,1545,10,Outdoor Adventurers,2021-01-30
761,Alpha Innovations,Email,Women 35-44,30 days,YouTube,0.12,11148.00,3.2,Houston,French,602,1014,1,Foodies,2021-01-31
762,Innovate Industries,Display,All Ages,30 days,Google Ads,0.07,13061.00,2.5,New York,French,452,3613,9,Foodies,2021-02-01
763,DataTech Solutions,Search,All Ages,45 days,YouTube,0.12,10573.00,2.8,Miami,French,217,3794,8,Fashionistas,2021-02-02
764,Innovate Industries,Influencer,All Ages,15 days,Instagram,0.06,9575.00,3.5,Miami,English,162,4208,2,Outdoor Adventurers,2021-02-03
765,NexGen Systems,Influencer,Men 25-34,45 days,Email,0.09,8008.00,5.3,Miami,German,623,3711,8,Foodies,2021-02-04
766,DataTech Solutions,Email,All Ages,60 days,Facebook,0.03,16287.00,6.9,Miami,English,372,9861,8,Fashionistas,2021-02-05
767,DataTech Solutions,Display,Men 18-24,30 days,Google Ads,0.13,11570.00,6,Chicago,Mandarin,502,2301,7,Health & Wellness,2021-02-06
768,Innovate Industries,Influencer,All Ages,15 days,YouTube,0.03,8166.00,4.5,Miami,English,300,9023,3,Tech Enthusiasts,2021-02-07
769,Innovate Industries,Influencer,Men 25-34,45 days,Email,0.06,13683.00,4.3,New York,French,434,4834,1,Outdoor Adventurers,2021-02-08
770,NexGen Systems,Influencer,Men 18-24,30 days,YouTube,0.09,15917.00,7.3,Houston,Spanish,502,1773,2,Foodies,2021-02-09
771,NexGen Systems,Search,Women 35-44,15 days,YouTube,0.08,8459.00,3.3,New York,French,332,7047,2,Tech Enthusiasts,2021-02-10
772,Alpha Innovations,Email,Women 35-44,45 days,Instagram,0.06,16990.00,7.2,Miami,Spanish,802,9908,5,Outdoor Adventurers,2021-02-11
773,Alpha Innovations,Social Media,All Ages,45 days,YouTube,0.1,19156.00,5.7,Houston,English,236,3195,3,Foodies,2021-02-12
774,NexGen Systems,Influencer,Women 25-34,15 days,YouTube,0.11,5478.00,4.1,Miami,German,826,5368,6,Health & Wellness,2021-02-13
775,Alpha Innovations,Display,Women 35-44,60 days,YouTube,0.11,14132.00,5.8,Chicago,German,146,2864,7,Health & Wellness,2021-02-14
776,DataTech Solutions,Search,Women 35-44,15 days,Instagram,0.1,5217.00,6.3,Houston,French,398,7812,6,Foodies,2021-02-15
777,NexGen Systems,Social Media,All Ages,30 days,Website,0.11,11990.00,2.6,Miami,German,382,5589,2,Foodies,2021-02-16
778,TechCorp,Social Media,Women 35-44,45 days,Instagram,0.04,5156.00,3.2,Los Angeles,Mandarin,492,7687,4,Tech Enthusiasts,2021-02-17
779,DataTech Solutions,Email,Women 35-44,15 days,Website,0.05,14399.00,3.6,Chicago,Spanish,619,8791,1,Foodies,2021-02-18
780,Innovate Industries,Display,Women 35-44,60 days,YouTube,0.06,6232.00,3.1,Miami,English,660,5207,4,Health & Wellness,2021-02-19
781,NexGen Systems,Display,Women 25-34,15 days,YouTube,0.02,6782.00,7.3,Houston,French,268,5821,3,Health & Wellness,2021-02-20
782,Alpha Innovations,Display,All Ages,15 days,Email,0.08,5587.00,7.9,New York,Spanish,891,4082,7,Outdoor Adventurers,2021-02-21
783,Innovate Industries,Display,Women 25-34,60 days,YouTube,0.14,19025.00,6.4,Miami,Mandarin,599,1174,7,Health & Wellness,2021-02-22
784,DataTech Solutions,Search,Women 25-34,30 days,Instagram,0.02,18273.00,7.4,New York,English,630,8961,6,Tech Enthusiasts,2021-02-23
785,Alpha Innovations,Influencer,Women 35-44,45 days,Google Ads,0.12,6966.00,2.3,New York,English,942,9262,5,Fashionistas,2021-02-24
786,Innovate Industries,Influencer,Men 25-34,30 days,YouTube,0.14,18318.00,6.3,Los Angeles,German,266,9860,8,Tech Enthusiasts,2021-02-25
787,TechCorp,Display,All Ages,60 days,Email,0.05,10627.00,5.8,Houston,Mandarin,663,4217,2,Outdoor Adventurers,2021-02-26
788,Innovate Industries,Social Media,Men 18-24,60 days,Instagram,0.07,7471.00,4.2,Miami,German,423,5776,3,Health & Wellness,2021-02-27
789,Innovate Industries,Search,Women 25-34,45 days,Email,0.07,5973.00,6.9,Houston,German,287,8737,9,Health & Wellness,2021-02-28
790,DataTech Solutions,Search,Men 25-34,45 days,YouTube,0.05,13069.00,4.3,Los Angeles,Mandarin,675,4947,7,Health & Wellness,2021-03-01
791,Alpha Innovations,Social Media,Women 25-34,30 days,Website,0.1,17626.00,7.4,Miami,English,302,6973,2,Health & Wellness,2021-03-02
792,NexGen Systems,Email,Men 18-24,30 days,Google Ads,0.14,14320.00,7.8,Houston,Spanish,129,2025,10,Health & Wellness,2021-03-03
793,NexGen Systems,Social Media,All Ages,15 days,Facebook,0.06,13065.00,5.7,Houston,Mandarin,978,1617,5,Outdoor Adventurers,2021-03-04
794,Innovate Industries,Display,All Ages,60 days,Website,0.12,8877.00,3,Chicago,Mandarin,389,3772,8,Foodies,2021-03-05
795,Alpha Innovations,Search,All Ages,60 days,Facebook,0.13,10485.00,5.4,Houston,Mandarin,826,2286,6,Foodies,2021-03-06
796,NexGen Systems,Display,All Ages,30 days,Facebook,0.13,8079.00,7,Miami,Spanish,912,5938,7,Tech Enthusiasts,2021-03-07
797,DataTech Solutions,Influencer,Women 35-44,30 days,Website,0.12,10897.00,4.2,Houston,French,717,7714,8,Health & Wellness,2021-03-08
798,DataTech Solutions,Email,Women 35-44,45 days,Website,0.1,15050.00,2.6,Los Angeles,Spanish,760,3875,1,Fashionistas,2021-03-09
799,DataTech Solutions,Social Media,Women 25-34,60 days,Google Ads,0.06,15805.00,4.4,Houston,Spanish,991,2560,8,Tech Enthusiasts,2021-03-10
800,TechCorp,Display,All Ages,30 days,YouTube,0.09,10188.00,3.1,New York,Mandarin,424,5019,4,Health & Wellness,2021-03-11
801,DataTech Solutions,Search,Women 25-34,15 days,YouTube,0.03,5525.00,4.5,New York,Spanish,721,5015,4,Foodies,2021-03-12
802,TechCorp,Influencer,Men 18-24,15 days,Facebook,0.13,7717.00,3.5,Miami,Spanish,818,1522,8,Health & Wellness,2021-03-13
803,TechCorp,Display,Women 35-44,30 days,Instagram,0.06,12548.00,7.7,New York,English,505,6839,1,Fashionistas,2021-03-14
804,NexGen Systems,Display,Women 25-34,45 days,Instagram,0.07,15640.00,5,Houston,French,525,6399,7,Outdoor Adventurers,2021-03-15
805,TechCorp,Social Media,Women 35-44,60 days,YouTube,0.04,10245.00,7.8,Chicago,Spanish,252,9223,2,Tech Enthusiasts,2021-03-16
806,TechCorp,Display,Women 25-34,45 days,Google Ads,0.13,10458.00,2.6,Houston,English,205,8675,7,Outdoor Adventurers,2021-03-17
807,DataTech Solutions,Email,Men 18-24,15 days,Website,0.05,17431.00,4.1,Houston,German,719,2490,5,Tech Enthusiasts,2021-03-18
808,Alpha Innovations,Search,All Ages,15 days,Instagram,0.06,18644.00,5.5,Chicago,English,302,9918,7,Outdoor Adventurers,2021-03-19
809,NexGen Systems,Search,Women 25-34,15 days,Instagram,0.01,11587.00,4.3,New York,Spanish,340,9548,9,Tech Enthusiasts,2021-03-20
810,TechCorp,Influencer,Men 25-34,60 days,Facebook,0.05,13552.00,7.5,Chicago,Mandarin,141,5741,4,Health & Wellness,2021-03-21
811,Alpha Innovations,Email,Men 25-34,15 days,Email,0.08,10807.00,4.6,Los Angeles,German,556,9389,8,Tech Enthusiasts,2021-03-22
812,DataTech Solutions,Search,Women 35-44,15 days,Website,0.04,16282.00,5,Miami,English,166,8707,6,Fashionistas,2021-03-23
813,DataTech Solutions,Email,All Ages,45 days,Website,0.01,9713.00,3.3,New York,English,192,3133,1,Tech Enthusiasts,2021-03-24
814,Alpha Innovations,Email,Men 25-34,60 days,Facebook,0.02,13065.00,2.8,Los Angeles,English,651,4440,7,Foodies,2021-03-25
815,DataTech Solutions,Search,All Ages,60 days,Email,0.09,19999.00,2.7,Los Angeles,Mandarin,718,8349,3,Foodies,2021-03-26
816,Innovate Industries,Search,Men 25-34,15 days,Facebook,0.12,9660.00,7.5,Miami,English,788,3668,10,Outdoor Adventurers,2021-03-27
817,Innovate Industries,Social Media,Women 25-34,30 days,Website,0.07,9700.00,6.1,Los Angeles,English,450,9965,1,Health & Wellness,2021-03-28
818,TechCorp,Influencer,Men 25-34,45 days,Instagram,0.14,15827.00,7.6,Los Angeles,French,900,1021,6,Foodies,2021-03-29
819,Alpha Innovations,Social Media,All Ages,45 days,YouTube,0.11,13237.00,6.1,Houston,Mandarin,282,3918,5,Health & Wellness,2021-03-30
820,Innovate Industries,Search,Men 18-24,30 days,Instagram,0.09,15538.00,7.7,Los Angeles,English,677,5175,5,Health & Wellness,2021-03-31
821,Alpha Innovations,Influencer,Women 35-44,30 days,Email,0.14,9437.00,4.8,Los Angeles,German,268,8855,1,Fashionistas,2021-04-01
822,NexGen Systems,Display,Men 25-34,30 days,Google Ads,0.12,14540.00,2.4,Houston,German,738,8562,2,Health & Wellness,2021-04-02
823,TechCorp,Influencer,Men 18-24,30 days,Facebook,0.08,13142.00,2.8,Los Angeles,Spanish,768,3518,6,Foodies,2021-04-03
824,Alpha Innovations,Social Media,Women 35-44,15 days,Google Ads,0.14,9497.00,4.3,Miami,French,492,1074,9,Tech Enthusiasts,2021-04-04
825,TechCorp,Influencer,All Ages,45 days,Website,0.08,7355.00,5.1,Miami,French,432,9726,7,Fashionistas,2021-04-05
826,TechCorp,Social Media,Men 25-34,45 days,Google Ads,0.07,10174.00,7.7,Los Angeles,German,901,2192,5,Outdoor Adventurers,2021-04-06
827,Innovate Industries,Influencer,All Ages,45 days,Google Ads,0.12,9860.00,4.7,Los Angeles,Spanish,259,9252,4,Health & Wellness,2021-04-07
828,TechCorp,Email,All Ages,45 days,Website,0.09,6078.00,3.9,Miami,German,581,3091,7,Foodies,2021-04-08
829,Alpha Innovations,Influencer,Women 25-34,30 days,Email,0.12,17577.00,7.7,Miami,English,326,7858,5,Foodies,2021-04-09
830,Alpha Innovations,Display,Women 35-44,30 days,YouTube,0.05,14444.00,6.6,Chicago,German,490,1983,3,Outdoor Adventurers,2021-04-10
831,Alpha Innovations,Email,Women 25-34,30 days,Email,0.03,11195.00,7,Chicago,Spanish,188,3931,10,Fashionistas,2021-04-11
832,NexGen Systems,Influencer,Men 18-24,30 days,Google Ads,0.08,11898.00,3.2,Chicago,Mandarin,431,9379,2,Outdoor Adventurers,2021-04-12
833,Alpha Innovations,Search,Men 18-24,15 days,Instagram,0.08,7071.00,7.7,Houston,German,633,8139,7,Tech Enthusiasts,2021-04-13
834,Innovate Industries,Influencer,Men 25-34,30 days,YouTube,0.03,13411.00,7.4,Los Angeles,English,531,9941,5,Foodies,2021-04-14
835,NexGen Systems,Display,Men 25-34,60 days,Instagram,0.04,10620.00,4.7,Houston,French,745,6527,4,Foodies,2021-04-15
836,DataTech Solutions,Email,Men 25-34,60 days,Email,0.03,6633.00,6.1,Miami,German,876,2847,5,Fashionistas,2021-04-16
837,Alpha Innovations,Social Media,Men 25-34,60 days,Google Ads,0.15,16501.00,5.6,Houston,German,294,2752,1,Foodies,2021-04-17
838,Alpha Innovations,Display,Women 35-44,30 days,Google Ads,0.11,6034.00,6.6,Miami,German,739,9752,6,Fashionistas,2021-04-18
839,Innovate Industries,Email,Men 18-24,15 days,Email,0.03,19280.00,3.5,Miami,English,695,2349,3,Tech Enthusiasts,2021-04-19
840,Alpha Innovations,Social Media,Women 35-44,30 days,Website,0.12,8545.00,2,Miami,French,183,1872,8,Foodies,2021-04-20
841,Innovate Industries,Influencer,Men 25-34,30 days,Email,0.06,12901.00,5.4,New York,French,371,9404,1,Outdoor Adventurers,2021-04-21
842,Alpha Innovations,Email,Women 25-34,15 days,Google Ads,0.03,5594.00,3,Chicago,Mandarin,422,2749,2,Fashionistas,2021-04-22
843,Alpha Innovations,Influencer,Women 35-44,45 days,Facebook,0.1,17730.00,2.5,Chicago,French,408,1024,5,Health & Wellness,2021-04-23
844,TechCorp,Search,Men 25-34,30 days,Instagram,0.03,9168.00,2.9,Miami,Spanish,306,9997,10,Outdoor Adventurers,2021-04-24
845,Alpha Innovations,Email,Women 35-44,45 days,Email,0.09,14492.00,6.7,Los Angeles,English,330,7555,9,Tech Enthusiasts,2021-04-25
846,Innovate Industries,Email,Men 25-34,15 days,Email,0.15,10251.00,5.5,Chicago,Spanish,201,8342,6,Health & Wellness,2021-04-26
847,DataTech Solutions,Influencer,Women 25-34,45 days,Google Ads,0.07,6043.00,2.8,Miami,French,241,8376,6,Tech Enthusiasts,2021-04-27
848,NexGen Systems,Search,Women 35-44,15 days,YouTube,0.01,5765.00,2.7,Houston,Spanish,645,7700,8,Tech Enthusiasts,2021-04-28
849,Innovate Industries,Display,Women 35-44,60 days,Email,0.1,19703.00,7,Miami,Mandarin,277,9363,10,Fashionistas,2021-04-29
850,DataTech Solutions,Search,Men 18-24,15 days,YouTube,0.03,10639.00,3.1,Los Angeles,French,677,1818,10,Foodies,2021-04-30
851,Alpha Innovations,Display,Men 18-24,30 days,Facebook,0.04,11290.00,7.6,Miami,Spanish,898,3077,4,Health & Wellness,2021-05-01
852,Innovate Industries,Social Media,Women 25-34,45 days,Google Ads,0.1,17511.00,4.4,Houston,French,179,5460,2,Foodies,2021-05-02
853,DataTech Solutions,Social Media,Men 18-24,45 days,Google Ads,0.06,5738.00,4.7,New York,German,277,2731,3,Outdoor Adventurers,2021-05-03
854,Innovate Industries,Influencer,Men 18-24,45 days,Facebook,0.07,10498.00,7.7,Chicago,German,863,3783,6,Health & Wellness,2021-05-04
855,Innovate Industries,Search,Men 18-24,45 days,Google Ads,0.06,7266.00,6.5,New York,French,689,5803,6,Outdoor Adventurers,2021-05-05
856,Innovate Industries,Influencer,Women 25-34,15 days,YouTube,0.14,6405.00,2.7,Miami,Spanish,434,3524,3,Foodies,2021-05-06
